,SPY,
1/7/2015,$32060.96,
2/7/2015,$32060.96,
3/7/2015,$32060.96,
4/7/2015,$32060.96,
5/7/2015,$32060.96,
6/7/2015,$32060.96,
7/7/2015,$32060.96,
8/7/2015,$32060.96,
9/7/2015,$32060.96,
10/7/2015,$32060.96,
11/7/2015,$32060.96,
12/7/2015,$32060.96,
13/7/2015,$32060.96,
14/7/2015,$32226.08,
15/7/2015,$32214.04,
16/7/2015,$32504.72,
17/7/2015,$32535.68,
18/7/2015,$32535.68,
19/7/2015,$32535.68,
20/7/2015,$32554.60,
21/7/2015,$32410.12,
22/7/2015,$32344.76,
23/7/2015,$32372.28,
24/7/2015,$32372.28,
25/7/2015,$32372.28,
26/7/2015,$32372.28,
27/7/2015,$32372.28,
28/7/2015,$32372.28,
29/7/2015,$32594.16,
30/7/2015,$32602.76,
31/7/2015,$32547.72,
1/8/2015,$32547.72,
2/8/2015,$32547.72,
3/8/2015,$32540.84,
4/8/2015,$32540.84,
5/8/2015,$32475.86,
6/8/2015,$32513.48,
7/8/2015,$32513.48,
8/8/2015,$32513.48,
9/8/2015,$32513.48,
10/8/2015,$32732.78,
11/8/2015,$32460.78,
12/8/2015,$32460.78,
13/8/2015,$32460.78,
14/8/2015,$32460.78,
15/8/2015,$32460.78,
16/8/2015,$32460.78,
17/8/2015,$32776.62,
18/8/2015,$32674.14,
19/8/2015,$32524.62,
20/8/2015,$32524.62,
21/8/2015,$32524.62,
22/8/2015,$32524.62,
23/8/2015,$32524.62,
24/8/2015,$32524.62,
25/8/2015,$32524.62,
26/8/2015,$32524.62,
27/8/2015,$32524.62,
28/8/2015,$32524.62,
29/8/2015,$32524.62,
30/8/2015,$32524.62,
31/8/2015,$32524.62,
1/9/2015,$32524.62,
2/9/2015,$32524.62,
3/9/2015,$32524.62,
4/9/2015,$32524.62,
5/9/2015,$32524.62,
6/9/2015,$32524.62,
7/9/2015,$32524.62,
8/9/2015,$32524.62,
9/9/2015,$32524.62,
10/9/2015,$32524.62,
11/9/2015,$32524.62,
12/9/2015,$32524.62,
13/9/2015,$32524.62,
14/9/2015,$32524.62,
15/9/2015,$32524.62,
16/9/2015,$32524.62,
17/9/2015,$32524.62,
18/9/2015,$32524.62,
19/9/2015,$32524.62,
20/9/2015,$32524.62,
21/9/2015,$32524.62,
22/9/2015,$32524.62,
23/9/2015,$32524.62,
24/9/2015,$32524.62,
25/9/2015,$32524.62,
26/9/2015,$32524.62,
27/9/2015,$32524.62,
28/9/2015,$32524.62,
29/9/2015,$32524.62,
30/9/2015,$32524.62,
1/10/2015,$32524.62,
2/10/2015,$32524.62,
3/10/2015,$32524.62,
4/10/2015,$32524.62,
5/10/2015,$32524.62,
6/10/2015,$32524.62,
7/10/2015,$32524.62,
8/10/2015,$32920.12,
9/10/2015,$32941.12,
10/10/2015,$32941.12,
11/10/2015,$32941.12,
12/10/2015,$32974.37,
13/10/2015,$32752.12,
14/10/2015,$32584.12,
15/10/2015,$33119.62,
16/10/2015,$33280.62,
17/10/2015,$33280.62,
18/10/2015,$33280.62,
19/10/2015,$33298.12,
20/10/2015,$33252.62,
21/10/2015,$33032.12,
22/10/2015,$33628.87,
23/10/2015,$34022.62,
24/10/2015,$34022.62,
25/10/2015,$34022.62,
26/10/2015,$33933.37,
27/10/2015,$33863.37,
28/10/2015,$34274.62,
29/10/2015,$34253.62,
30/10/2015,$34096.12,
31/10/2015,$34096.12,
1/11/2015,$34096.12,
2/11/2015,$34526.62,
3/11/2015,$34633.37,
4/11/2015,$34521.37,
5/11/2015,$34484.62,
6/11/2015,$34465.37,
7/11/2015,$34465.37,
8/11/2015,$34465.37,
9/11/2015,$34122.37,
10/11/2015,$34206.37,
11/11/2015,$34062.87,
12/11/2015,$33555.37,
13/11/2015,$33152.87,
14/11/2015,$33152.87,
15/11/2015,$33152.87,
16/11/2015,$33691.87,
17/11/2015,$33665.62,
18/11/2015,$34236.12,
19/11/2015,$34204.62,
20/11/2015,$34337.62,
21/11/2015,$34337.62,
22/11/2015,$34337.62,
23/11/2015,$34295.62,
24/11/2015,$34344.62,
25/11/2015,$34339.37,
26/11/2015,$34339.37,
27/11/2015,$34381.37,
28/11/2015,$34381.37,
29/11/2015,$34381.37,
30/11/2015,$34229.12,
1/12/2015,$34577.37,
2/12/2015,$34201.12,
3/12/2015,$33690.12,
4/12/2015,$34391.87,
5/12/2015,$34391.87,
6/12/2015,$34391.87,
7/12/2015,$34169.62,
8/12/2015,$33924.62,
9/12/2015,$33642.87,
10/12/2015,$33735.62,
11/12/2015,$33294.62,
12/12/2015,$33294.62,
13/12/2015,$33294.62,
14/12/2015,$33294.62,
15/12/2015,$33294.62,
16/12/2015,$33580.14,
17/12/2015,$33643.78,
18/12/2015,$33643.78,
19/12/2015,$33643.78,
20/12/2015,$33643.78,
21/12/2015,$33643.78,
22/12/2015,$33643.78,
23/12/2015,$33643.78,
24/12/2015,$33643.78,
25/12/2015,$33643.78,
26/12/2015,$33643.78,
27/12/2015,$33643.78,
28/12/2015,$33643.78,
29/12/2015,$33795.08,
30/12/2015,$33745.78,
31/12/2015,$33745.78,
1/1/2016,$33745.78,
2/1/2016,$33745.78,
3/1/2016,$33745.78,
4/1/2016,$33745.78,
5/1/2016,$33745.78,
6/1/2016,$33745.78,
7/1/2016,$33745.78,
8/1/2016,$33745.78,
9/1/2016,$33745.78,
10/1/2016,$33745.78,
11/1/2016,$33745.78,
12/1/2016,$33745.78,
13/1/2016,$33745.78,
14/1/2016,$33745.78,
15/1/2016,$33745.78,
16/1/2016,$33745.78,
17/1/2016,$33745.78,
18/1/2016,$33745.78,
19/1/2016,$33745.78,
20/1/2016,$33745.78,
21/1/2016,$33745.78,
22/1/2016,$33745.78,
23/1/2016,$33745.78,
24/1/2016,$33745.78,
25/1/2016,$33745.78,
26/1/2016,$33745.78,
27/1/2016,$33745.78,
28/1/2016,$33745.78,
29/1/2016,$33745.78,
30/1/2016,$33745.78,
31/1/2016,$33745.78,
1/2/2016,$33745.78,
2/2/2016,$33745.78,
3/2/2016,$33745.78,
4/2/2016,$33745.78,
5/2/2016,$33745.78,
6/2/2016,$33745.78,
7/2/2016,$33745.78,
8/2/2016,$33745.78,
9/2/2016,$33745.78,
10/2/2016,$33745.78,
11/2/2016,$33745.78,
12/2/2016,$33745.78,
13/2/2016,$33745.78,
14/2/2016,$33745.78,
15/2/2016,$33745.78,
16/2/2016,$33745.78,
17/2/2016,$33745.78,
18/2/2016,$33745.78,
19/2/2016,$33745.78,
20/2/2016,$33745.78,
21/2/2016,$33745.78,
22/2/2016,$33745.78,
23/2/2016,$33745.78,
24/2/2016,$33745.78,
25/2/2016,$34069.77,
26/2/2016,$33989.22,
27/2/2016,$33989.22,
28/2/2016,$33989.22,
29/2/2016,$33992.80,
1/3/2016,$34544.60,
2/3/2016,$34703.02,
3/3/2016,$34841.86,
4/3/2016,$34957.56,
5/3/2016,$34957.56,
6/3/2016,$34957.56,
7/3/2016,$34986.04,
8/3/2016,$34596.22,
9/3/2016,$34770.66,
10/3/2016,$34799.14,
11/3/2016,$35372.30,
12/3/2016,$35372.30,
13/3/2016,$35372.30,
14/3/2016,$35326.02,
15/3/2016,$35267.28,
16/3/2016,$35475.54,
17/3/2016,$35705.16,
18/3/2016,$35660.66,
19/3/2016,$35660.66,
20/3/2016,$35660.66,
21/3/2016,$35712.28,
22/3/2016,$35692.70,
23/3/2016,$35452.40,
24/3/2016,$35436.38,
25/3/2016,$35436.38,
26/3/2016,$35436.38,
27/3/2016,$35436.38,
28/3/2016,$35457.74,
29/3/2016,$35792.38,
30/3/2016,$35952.58,
31/3/2016,$35863.58,
1/4/2016,$36112.78,
2/4/2016,$36112.78,
3/4/2016,$36112.78,
4/4/2016,$35993.52,
5/4/2016,$35626.84,
6/4/2016,$36023.78,
7/4/2016,$35584.12,
8/4/2016,$35682.02,
9/4/2016,$35682.02,
10/4/2016,$35682.02,
11/4/2016,$35596.58,
12/4/2016,$35934.78,
13/4/2016,$36305.02,
14/4/2016,$36306.80,
15/4/2016,$36265.86,
16/4/2016,$36265.86,
17/4/2016,$36265.86,
18/4/2016,$36525.74,
19/4/2016,$36643.22,
20/4/2016,$36678.82,
21/4/2016,$36477.68,
22/4/2016,$36477.68,
23/4/2016,$36477.68,
24/4/2016,$36477.68,
25/4/2016,$36413.60,
26/4/2016,$36468.78,
27/4/2016,$36545.32,
28/4/2016,$36207.12,
29/4/2016,$36007.76,
30/4/2016,$36007.76,
1/5/2016,$36007.76,
2/5/2016,$36299.68,
3/5/2016,$35977.50,
4/5/2016,$35772.80,
5/5/2016,$35765.68,
6/5/2016,$35897.52,
7/5/2016,$35897.52,
8/5/2016,$35897.52,
9/5/2016,$35927.61,
10/5/2016,$36380.73,
11/5/2016,$36035.58,
12/5/2016,$36046.20,
13/5/2016,$35984.25,
14/5/2016,$35984.25,
15/5/2016,$35984.25,
16/5/2016,$36302.75,
17/5/2016,$36246.75,
18/5/2016,$36246.75,
19/5/2016,$36246.75,
20/5/2016,$36246.75,
21/5/2016,$36246.75,
22/5/2016,$36246.75,
23/5/2016,$36246.75,
24/5/2016,$36542.55,
25/5/2016,$36787.89,
26/5/2016,$36798.33,
27/5/2016,$36954.93,
28/5/2016,$36954.93,
29/5/2016,$36954.93,
30/5/2016,$36954.93,
31/5/2016,$36885.33,
1/6/2016,$36960.15,
2/6/2016,$37071.51,
3/6/2016,$36961.89,
4/6/2016,$36961.89,
5/6/2016,$36961.89,
6/6/2016,$37148.07,
7/6/2016,$37205.49,
8/6/2016,$37325.55,
9/6/2016,$37275.09,
10/6/2016,$36925.35,
11/6/2016,$36925.35,
12/6/2016,$36925.35,
13/6/2016,$36643.47,
14/6/2016,$36572.13,
15/6/2016,$36572.13,
16/6/2016,$36680.01,
17/6/2016,$36471.21,
18/6/2016,$36471.21,
19/6/2016,$36471.21,
20/6/2016,$36471.21,
21/6/2016,$36495.29,
22/6/2016,$36436.81,
23/6/2016,$36902.93,
24/6/2016,$35667.97,
25/6/2016,$35667.97,
26/6/2016,$35667.97,
27/6/2016,$35667.97,
28/6/2016,$35667.97,
29/6/2016,$35667.97,
30/6/2016,$36047.06,
1/7/2016,$36120.54,
2/7/2016,$36120.54,
3/7/2016,$36120.54,
4/7/2016,$36120.54,
5/7/2016,$35868.37,
6/7/2016,$36077.12,
7/7/2016,$36055.41,
8/7/2016,$36576.45,
9/7/2016,$36576.45,
10/7/2016,$36576.45,
11/7/2016,$36701.70,
12/7/2016,$36960.55,
13/7/2016,$36955.54,
14/7/2016,$37155.94,
15/7/2016,$37107.51,
16/7/2016,$37107.51,
17/7/2016,$37107.51,
18/7/2016,$37204.37,
19/7/2016,$37167.63,
20/7/2016,$37317.93,
21/7/2016,$37180.99,
22/7/2016,$37342.98,
23/7/2016,$37342.98,
24/7/2016,$37342.98,
25/7/2016,$37244.45,
26/7/2016,$37261.15,
27/7/2016,$37222.74,
28/7/2016,$37264.49,
29/7/2016,$37322.94,
30/7/2016,$37322.94,
31/7/2016,$37322.94,
1/8/2016,$37292.88,
2/8/2016,$37060.75,
3/8/2016,$37165.96,
4/8/2016,$37204.37,
5/8/2016,$37499.96,
6/8/2016,$37499.96,
7/8/2016,$37499.96,
8/8/2016,$37478.25,
9/8/2016,$37499.96,
10/8/2016,$37409.78,
11/8/2016,$37578.45,
12/8/2016,$37546.72,
13/8/2016,$37546.72,
14/8/2016,$37546.72,
15/8/2016,$37651.93,
16/8/2016,$37463.22,
17/8/2016,$37531.69,
18/8/2016,$37613.52,
19/8/2016,$37560.08,
20/8/2016,$37560.08,
21/8/2016,$37560.08,
22/8/2016,$37558.41,
23/8/2016,$37631.89,
24/8/2016,$37444.85,
25/8/2016,$37419.80,
26/8/2016,$37351.33,
27/8/2016,$37351.33,
28/8/2016,$37351.33,
29/8/2016,$37530.02,
30/8/2016,$37469.90,
31/8/2016,$37366.36,
1/9/2016,$37368.03,
2/9/2016,$37531.69,
3/9/2016,$37531.69,
4/9/2016,$37531.69,
5/9/2016,$37531.69,
6/9/2016,$37641.91,
7/9/2016,$37638.57,
8/9/2016,$37555.07,
9/9/2016,$37297.89,
10/9/2016,$37297.89,
11/9/2016,$37297.89,
12/9/2016,$37297.89,
13/9/2016,$37297.89,
14/9/2016,$37297.89,
15/9/2016,$37297.89,
16/9/2016,$37297.89,
17/9/2016,$37297.89,
18/9/2016,$37297.89,
19/9/2016,$37297.89,
20/9/2016,$37297.89,
21/9/2016,$37297.89,
22/9/2016,$37327.41,
23/9/2016,$37251.97,
24/9/2016,$37251.97,
25/9/2016,$37251.97,
26/9/2016,$37251.97,
27/9/2016,$37251.97,
28/9/2016,$37251.97,
29/9/2016,$37251.97,
30/9/2016,$37251.97,
1/10/2016,$37251.97,
2/10/2016,$37251.97,
3/10/2016,$37251.97,
4/10/2016,$37251.97,
5/10/2016,$37251.97,
6/10/2016,$37251.97,
7/10/2016,$37251.97,
8/10/2016,$37251.97,
9/10/2016,$37251.97,
10/10/2016,$37251.97,
11/10/2016,$37251.97,
12/10/2016,$37251.97,
13/10/2016,$37251.97,
14/10/2016,$37251.97,
15/10/2016,$37251.97,
16/10/2016,$37251.97,
17/10/2016,$37251.97,
18/10/2016,$37251.97,
19/10/2016,$37251.97,
20/10/2016,$37251.97,
21/10/2016,$37251.97,
22/10/2016,$37251.97,
23/10/2016,$37251.97,
24/10/2016,$37251.97,
25/10/2016,$37251.97,
26/10/2016,$37251.97,
27/10/2016,$37251.97,
28/10/2016,$37251.97,
29/10/2016,$37251.97,
30/10/2016,$37251.97,
31/10/2016,$37251.97,
1/11/2016,$37251.97,
2/11/2016,$37251.97,
3/11/2016,$37251.97,
4/11/2016,$37251.97,
5/11/2016,$37251.97,
6/11/2016,$37251.97,
7/11/2016,$37251.97,
8/11/2016,$37251.97,
9/11/2016,$37913.62,
10/11/2016,$38002.72,
11/11/2016,$37920.22,
12/11/2016,$37920.22,
13/11/2016,$37920.22,
14/11/2016,$37948.27,
15/11/2016,$38227.12,
16/11/2016,$38159.47,
17/11/2016,$38344.27,
18/11/2016,$38263.42,
19/11/2016,$38263.42,
20/11/2016,$38263.42,
21/11/2016,$38535.67,
22/11/2016,$38606.62,
23/11/2016,$38626.42,
24/11/2016,$38626.42,
25/11/2016,$38761.72,
26/11/2016,$38761.72,
27/11/2016,$38761.72,
28/11/2016,$38590.12,
29/11/2016,$38661.07,
30/11/2016,$38573.62,
1/12/2016,$38439.97,
2/12/2016,$38458.12,
3/12/2016,$38458.12,
4/12/2016,$38458.12,
5/12/2016,$38675.92,
6/12/2016,$38791.42,
7/12/2016,$39269.92,
8/12/2016,$39360.67,
9/12/2016,$39585.07,
10/12/2016,$39585.07,
11/12/2016,$39585.07,
12/12/2016,$39542.17,
13/12/2016,$39791.32,
14/12/2016,$39481.12,
15/12/2016,$39634.57,
16/12/2016,$39342.52,
17/12/2016,$39342.52,
18/12/2016,$39342.52,
19/12/2016,$39423.37,
20/12/2016,$39566.92,
21/12/2016,$39462.97,
22/12/2016,$39398.62,
23/12/2016,$39453.07,
24/12/2016,$39453.07,
25/12/2016,$39453.07,
26/12/2016,$39453.07,
27/12/2016,$39545.47,
28/12/2016,$39236.92,
29/12/2016,$39228.67,
30/12/2016,$39093.37,
31/12/2016,$39093.37,
1/1/2017,$39093.37,
2/1/2017,$39093.37,
3/1/2017,$39375.52,
4/1/2017,$39596.62,
5/1/2017,$39566.92,
6/1/2017,$39700.57,
7/1/2017,$39700.57,
8/1/2017,$39700.57,
9/1/2017,$39576.82,
10/1/2017,$39576.82,
11/1/2017,$39682.42,
12/1/2017,$39588.37,
13/1/2017,$39674.17,
14/1/2017,$39674.17,
15/1/2017,$39674.17,
16/1/2017,$39674.17,
17/1/2017,$39542.17,
18/1/2017,$39624.67,
19/1/2017,$39486.07,
20/1/2017,$39623.02,
21/1/2017,$39623.02,
22/1/2017,$39623.02,
23/1/2017,$39525.67,
24/1/2017,$39764.92,
25/1/2017,$40089.97,
26/1/2017,$40050.37,
27/1/2017,$39990.97,
28/1/2017,$39990.97,
29/1/2017,$39990.97,
30/1/2017,$39756.67,
31/1/2017,$39753.37,
1/2/2017,$39768.22,
2/2/2017,$39792.97,
3/2/2017,$40052.02,
4/2/2017,$40052.02,
5/2/2017,$40052.02,
6/2/2017,$39984.37,
7/2/2017,$39986.02,
8/2/2017,$40035.52,
9/2/2017,$40259.92,
10/2/2017,$40410.07,
11/2/2017,$40410.07,
12/2/2017,$40410.07,
13/2/2017,$40617.97,
14/2/2017,$40771.42,
15/2/2017,$40972.72,
16/2/2017,$40939.72,
17/2/2017,$41000.77,
18/2/2017,$41000.77,
19/2/2017,$41000.77,
20/2/2017,$41000.77,
21/2/2017,$41231.77,
22/2/2017,$41197.12,
23/2/2017,$41223.52,
24/2/2017,$41273.02,
25/2/2017,$41273.02,
26/2/2017,$41273.02,
27/2/2017,$41334.07,
28/2/2017,$41228.47,
1/3/2017,$41774.62,
2/3/2017,$41525.47,
3/3/2017,$41550.22,
4/3/2017,$41550.22,
5/3/2017,$41550.22,
6/3/2017,$41433.07,
7/3/2017,$41315.92,
8/3/2017,$41243.32,
9/3/2017,$41292.82,
10/3/2017,$41429.77,
11/3/2017,$41429.77,
12/3/2017,$41429.77,
13/3/2017,$41449.57,
14/3/2017,$41299.42,
15/3/2017,$41637.67,
16/3/2017,$41560.12,
17/3/2017,$41320.87,
18/3/2017,$41320.87,
19/3/2017,$41320.87,
20/3/2017,$41277.97,
21/3/2017,$40776.37,
22/3/2017,$40867.12,
23/3/2017,$40825.87,
24/3/2017,$40797.82,
25/3/2017,$40797.82,
26/3/2017,$40797.82,
27/3/2017,$40758.22,
28/3/2017,$41038.72,
29/3/2017,$41075.02,
30/3/2017,$41198.77,
31/3/2017,$41108.02,
1/4/2017,$41108.02,
2/4/2017,$41108.02,
3/4/2017,$41040.37,
4/4/2017,$41065.12,
5/4/2017,$40949.62,
6/4/2017,$41058.52,
7/4/2017,$41018.92,
8/4/2017,$41018.92,
9/4/2017,$41018.92,
10/4/2017,$41042.02,
11/4/2017,$40995.82,
12/4/2017,$40943.02,
13/4/2017,$40943.02,
14/4/2017,$40943.02,
15/4/2017,$40943.02,
16/4/2017,$40943.02,
17/4/2017,$40943.02,
18/4/2017,$40943.02,
19/4/2017,$40943.02,
20/4/2017,$40943.02,
21/4/2017,$40943.02,
22/4/2017,$40943.02,
23/4/2017,$40943.02,
24/4/2017,$40941.39,
25/4/2017,$41166.33,
26/4/2017,$41141.88,
27/4/2017,$41174.48,
28/4/2017,$41089.72,
29/4/2017,$41089.72,
30/4/2017,$41089.72,
1/5/2017,$41187.52,
2/5/2017,$41202.19,
3/5/2017,$41154.92,
4/5/2017,$41200.56,
5/5/2017,$41353.78,
6/5/2017,$41353.78,
7/5/2017,$41353.78,
8/5/2017,$41347.26,
9/5/2017,$41311.40,
10/5/2017,$41381.49,
11/5/2017,$41301.62,
12/5/2017,$41236.42,
13/5/2017,$41236.42,
14/5/2017,$41236.42,
15/5/2017,$41451.58,
16/5/2017,$41415.72,
17/5/2017,$41415.72,
18/5/2017,$41585.24,
19/5/2017,$41836.26,
20/5/2017,$41836.26,
21/5/2017,$41836.26,
22/5/2017,$42033.49,
23/5/2017,$42119.88,
24/5/2017,$42211.16,
25/5/2017,$42398.61,
26/5/2017,$42390.46,
27/5/2017,$42390.46,
28/5/2017,$42390.46,
29/5/2017,$42390.46,
30/5/2017,$42356.23,
31/5/2017,$42346.45,
1/6/2017,$42659.41,
2/6/2017,$42791.44,
3/6/2017,$42791.44,
4/6/2017,$42791.44,
5/6/2017,$42762.10,
6/6/2017,$42634.96,
7/6/2017,$42708.31,
8/6/2017,$42727.87,
9/6/2017,$42667.56,
10/6/2017,$42667.56,
11/6/2017,$42667.56,
12/6/2017,$42659.41,
13/6/2017,$42853.38,
14/6/2017,$42802.85,
15/6/2017,$42726.24,
16/6/2017,$42542.05,
17/6/2017,$42542.05,
18/6/2017,$42542.05,
19/6/2017,$42871.31,
20/6/2017,$42602.36,
21/6/2017,$42592.58,
22/6/2017,$42574.65,
23/6/2017,$42621.92,
24/6/2017,$42621.92,
25/6/2017,$42621.92,
26/6/2017,$42648.00,
27/6/2017,$42328.52,
28/6/2017,$42680.60,
29/6/2017,$42331.78,
30/6/2017,$42405.13,
1/7/2017,$42405.13,
2/7/2017,$42405.13,
3/7/2017,$42471.96,
4/7/2017,$42471.96,
5/7/2017,$42563.24,
6/7/2017,$42419.80,
7/7/2017,$42565.60,
8/7/2017,$42565.60,
9/7/2017,$42565.60,
10/7/2017,$42607.72,
11/7/2017,$42578.56,
12/7/2017,$42873.40,
13/7/2017,$42939.82,
14/7/2017,$43124.50,
15/7/2017,$43124.50,
16/7/2017,$43124.50,
17/7/2017,$43119.64,
18/7/2017,$43140.70,
19/7/2017,$43356.16,
20/7/2017,$43373.98,
21/7/2017,$43338.34,
22/7/2017,$43338.34,
23/7/2017,$43338.34,
24/7/2017,$43328.62,
25/7/2017,$43425.82,
26/7/2017,$43427.44,
27/7/2017,$43390.18,
28/7/2017,$43343.20,
29/7/2017,$43343.20,
30/7/2017,$43343.20,
31/7/2017,$43320.52,
1/8/2017,$43409.62,
2/8/2017,$43429.06,
3/8/2017,$43351.30,
4/8/2017,$43424.20,
5/8/2017,$43424.20,
6/8/2017,$43424.20,
7/8/2017,$43498.72,
8/8/2017,$43399.90,
9/8/2017,$43398.28,
10/8/2017,$43242.76,
11/8/2017,$43242.76,
12/8/2017,$43242.76,
13/8/2017,$43242.76,
14/8/2017,$43395.71,
15/8/2017,$43390.88,
16/8/2017,$43460.11,
17/8/2017,$43347.41,
18/8/2017,$43347.41,
19/8/2017,$43347.41,
20/8/2017,$43347.41,
21/8/2017,$43347.41,
22/8/2017,$43646.61,
23/8/2017,$43469.01,
24/8/2017,$43469.01,
25/8/2017,$43469.01,
26/8/2017,$43469.01,
27/8/2017,$43469.01,
28/8/2017,$43469.01,
29/8/2017,$43751.83,
30/8/2017,$43933.93,
31/8/2017,$44166.29,
1/9/2017,$44221.24,
2/9/2017,$44221.24,
3/9/2017,$44221.24,
4/9/2017,$44221.24,
5/9/2017,$43941.78,
6/9/2017,$44073.66,
7/9/2017,$44068.95,
8/9/2017,$44023.42,
9/9/2017,$44023.42,
10/9/2017,$44023.42,
11/9/2017,$44436.33,
12/9/2017,$44568.21,
13/9/2017,$44587.05,
14/9/2017,$44574.49,
15/9/2017,$44433.19,
16/9/2017,$44433.19,
17/9/2017,$44433.19,
18/9/2017,$44516.40,
19/9/2017,$44555.65,
20/9/2017,$44569.78,
21/9/2017,$44464.59,
22/9/2017,$44472.44,
23/9/2017,$44472.44,
24/9/2017,$44472.44,
25/9/2017,$44392.37,
26/9/2017,$44415.92,
27/9/2017,$44568.21,
28/9/2017,$44615.31,
29/9/2017,$44753.47,
30/9/2017,$44753.47,
1/10/2017,$44753.47,
2/10/2017,$44924.60,
3/10/2017,$45009.38,
4/10/2017,$45056.48,
5/10/2017,$45291.98,
6/10/2017,$45246.45,
7/10/2017,$45246.45,
8/10/2017,$45246.45,
9/10/2017,$45180.51,
10/10/2017,$45285.70,
11/10/2017,$45348.50,
12/10/2017,$45288.84,
13/10/2017,$45337.51,
14/10/2017,$45337.51,
15/10/2017,$45337.51,
16/10/2017,$45390.89,
17/10/2017,$45419.15,
18/10/2017,$45458.40,
19/10/2017,$45469.39,
20/10/2017,$45676.63,
21/10/2017,$45676.63,
22/10/2017,$45676.63,
23/10/2017,$45519.63,
24/10/2017,$45590.28,
25/10/2017,$45390.89,
26/10/2017,$45442.70,
27/10/2017,$45770.83,
28/10/2017,$45770.83,
29/10/2017,$45770.83,
30/10/2017,$45620.11,
31/10/2017,$45682.91,
1/11/2017,$45736.29,
2/11/2017,$45751.99,
3/11/2017,$45887.01,
4/11/2017,$45887.01,
5/11/2017,$45887.01,
6/11/2017,$45949.81,
7/11/2017,$45921.55,
8/11/2017,$45990.63,
9/11/2017,$45843.05,
10/11/2017,$45830.49,
11/11/2017,$45830.49,
12/11/2017,$45830.49,
13/11/2017,$45868.17,
14/11/2017,$45773.97,
15/11/2017,$45571.44,
16/11/2017,$45913.70,
17/11/2017,$45794.38,
18/11/2017,$45794.38,
19/11/2017,$45794.38,
20/11/2017,$45863.46,
21/11/2017,$46128.79,
22/11/2017,$46092.68,
23/11/2017,$46092.68,
24/11/2017,$46186.88,
25/11/2017,$46186.88,
26/11/2017,$46186.88,
27/11/2017,$46166.47,
28/11/2017,$46580.95,
29/11/2017,$46555.83,
30/11/2017,$46916.93,
1/12/2017,$46830.58,
2/12/2017,$46830.58,
3/12/2017,$46830.58,
4/12/2017,$46780.34,
5/12/2017,$46631.19,
6/12/2017,$46639.04,
7/12/2017,$46769.35,
8/12/2017,$46995.43,
9/12/2017,$46995.43,
10/12/2017,$46995.43,
11/12/2017,$47121.03,
12/12/2017,$47194.82,
13/12/2017,$47190.11,
14/12/2017,$47018.98,
15/12/2017,$47152.43,
16/12/2017,$47152.43,
17/12/2017,$47152.43,
18/12/2017,$47417.76,
19/12/2017,$47256.05,
20/12/2017,$47234.07,
21/12/2017,$47320.42,
22/12/2017,$47309.43,
23/12/2017,$47309.43,
24/12/2017,$47309.43,
25/12/2017,$47309.43,
26/12/2017,$47259.19,
27/12/2017,$47279.60,
28/12/2017,$47365.95,
29/12/2017,$47207.38,
30/12/2017,$47207.38,
31/12/2017,$47207.38,
1/1/2018,$47207.38,
2/1/2018,$47507.25,
3/1/2018,$47774.15,
4/1/2018,$47953.13,
5/1/2018,$48237.30,
6/1/2018,$48237.30,
7/1/2018,$48237.30,
8/1/2018,$48315.80,
9/1/2018,$48413.14,
10/1/2018,$48347.20,
11/1/2018,$48661.20,
12/1/2018,$48943.80,
13/1/2018,$48943.80,
14/1/2018,$48943.80,
15/1/2018,$48943.80,
16/1/2018,$48794.65,
17/1/2018,$49209.13,
18/1/2018,$49135.34,
19/1/2018,$49334.73,
20/1/2018,$49334.73,
21/1/2018,$49334.73,
22/1/2018,$49692.69,
23/1/2018,$49786.89,
24/1/2018,$49769.62,
25/1/2018,$49788.46,
26/1/2018,$50303.42,
27/1/2018,$50303.42,
28/1/2018,$50303.42,
29/1/2018,$50005.12,
30/1/2018,$49546.68,
31/1/2018,$49568.66,
1/2/2018,$49518.42,
2/2/2018,$48556.01,
3/2/2018,$48556.01,
4/2/2018,$48556.01,
5/2/2018,$48242.01,
6/2/2018,$48242.01,
7/2/2018,$48242.01,
8/2/2018,$48242.01,
9/2/2018,$48242.01,
10/2/2018,$48242.01,
11/2/2018,$48242.01,
12/2/2018,$48242.01,
13/2/2018,$48242.01,
14/2/2018,$48242.01,
15/2/2018,$48465.39,
16/2/2018,$48477.63,
17/2/2018,$48477.63,
18/2/2018,$48477.63,
19/2/2018,$48477.63,
20/2/2018,$48312.39,
21/2/2018,$48312.39,
22/2/2018,$48312.39,
23/2/2018,$48756.23,
24/2/2018,$48756.23,
25/2/2018,$48756.23,
26/2/2018,$49241.11,
27/2/2018,$48713.67,
28/2/2018,$48903.67,
1/3/2018,$48903.67,
2/3/2018,$48903.67,
3/3/2018,$48903.67,
4/3/2018,$48903.67,
5/3/2018,$48903.67,
6/3/2018,$48903.67,
7/3/2018,$48903.67,
8/3/2018,$48986.72,
9/3/2018,$49706.99,
10/3/2018,$49706.99,
11/3/2018,$49706.99,
12/3/2018,$49654.14,
13/3/2018,$49382.34,
14/3/2018,$49167.92,
15/3/2018,$49122.62,
16/3/2018,$49047.12,
17/3/2018,$49047.12,
18/3/2018,$49047.12,
19/3/2018,$49047.12,
20/3/2018,$49047.12,
21/3/2018,$49047.12,
22/3/2018,$49047.12,
23/3/2018,$49047.12,
24/3/2018,$49047.12,
25/3/2018,$49047.12,
