,SPY,
5/10/2012,$13777.71,
6/10/2012,$13777.71,
7/10/2012,$13777.71,
8/10/2012,$13670.21,
9/10/2012,$13360.61,
10/10/2012,$13162.81,
11/10/2012,$13180.01,
12/10/2012,$13201.51,
13/10/2012,$13201.51,
14/10/2012,$13201.51,
15/10/2012,$13383.41,
16/10/2012,$13695.85,
17/10/2012,$13837.09,
18/10/2012,$13755.77,
19/10/2012,$13697.99,
20/10/2012,$13697.99,
21/10/2012,$13697.99,
22/10/2012,$13697.99,
23/10/2012,$13697.99,
24/10/2012,$13697.99,
25/10/2012,$13697.99,
26/10/2012,$13697.99,
27/10/2012,$13697.99,
28/10/2012,$13697.99,
29/10/2012,$13697.99,
30/10/2012,$13697.99,
31/10/2012,$13697.99,
1/11/2012,$13697.99,
2/11/2012,$13697.99,
3/11/2012,$13697.99,
4/11/2012,$13697.99,
5/11/2012,$13697.99,
6/11/2012,$13697.99,
7/11/2012,$13697.99,
8/11/2012,$13697.99,
9/11/2012,$13697.99,
10/11/2012,$13697.99,
11/11/2012,$13697.99,
12/11/2012,$13697.99,
13/11/2012,$13697.99,
14/11/2012,$13697.99,
15/11/2012,$13697.99,
16/11/2012,$13697.99,
17/11/2012,$13697.99,
18/11/2012,$13697.99,
19/11/2012,$13697.99,
20/11/2012,$13697.99,
21/11/2012,$13697.99,
22/11/2012,$13697.99,
23/11/2012,$13697.99,
24/11/2012,$13697.99,
25/11/2012,$13697.99,
26/11/2012,$13697.99,
27/11/2012,$13697.99,
28/11/2012,$13697.99,
29/11/2012,$13697.99,
30/11/2012,$13697.99,
1/12/2012,$13697.99,
2/12/2012,$13697.99,
3/12/2012,$13697.99,
4/12/2012,$13697.99,
5/12/2012,$13697.99,
6/12/2012,$13828.53,
7/12/2012,$13920.55,
8/12/2012,$13920.55,
9/12/2012,$13920.55,
10/12/2012,$13933.39,
11/12/2012,$14140.97,
12/12/2012,$14155.95,
13/12/2012,$13967.63,
14/12/2012,$13854.21,
15/12/2012,$13854.21,
16/12/2012,$13854.21,
17/12/2012,$14211.59,
18/12/2012,$14553.99,
19/12/2012,$14322.87,
20/12/2012,$14500.49,
21/12/2012,$14001.87,
22/12/2012,$14001.87,
23/12/2012,$14001.87,
24/12/2012,$13907.71,
25/12/2012,$13907.71,
26/12/2012,$13779.31,
27/12/2012,$13787.87,
28/12/2012,$13787.87,
29/12/2012,$13787.87,
30/12/2012,$13787.87,
31/12/2012,$14379.12,
1/1/2013,$14379.12,
2/1/2013,$15163.87,
3/1/2013,$15092.92,
4/1/2013,$15230.52,
5/1/2013,$15230.52,
6/1/2013,$15230.52,
7/1/2013,$15144.52,
8/1/2013,$15054.22,
9/1/2013,$15133.77,
10/1/2013,$15383.17,
11/1/2013,$15381.02,
12/1/2013,$15381.02,
13/1/2013,$15381.02,
14/1/2013,$15359.52,
15/1/2013,$15381.02,
16/1/2013,$15376.72,
17/1/2013,$15580.97,
18/1/2013,$15651.92,
19/1/2013,$15651.92,
20/1/2013,$15651.92,
21/1/2013,$15651.92,
22/1/2013,$15823.92,
23/1/2013,$15875.52,
24/1/2013,$15884.12,
25/1/2013,$16064.72,
26/1/2013,$16064.72,
27/1/2013,$16064.72,
28/1/2013,$16026.02,
29/1/2013,$16152.87,
30/1/2013,$16026.02,
31/1/2013,$15946.47,
1/2/2013,$16277.57,
2/2/2013,$16277.57,
3/2/2013,$16277.57,
4/2/2013,$15912.07,
5/2/2013,$16236.72,
6/2/2013,$16260.37,
7/2/2013,$16217.37,
8/2/2013,$16397.97,
9/2/2013,$16397.97,
10/2/2013,$16397.97,
11/2/2013,$16391.52,
12/2/2013,$16445.27,
13/2/2013,$16473.22,
14/2/2013,$16503.32,
15/2/2013,$16464.62,
16/2/2013,$16464.62,
17/2/2013,$16464.62,
18/2/2013,$16464.62,
19/2/2013,$16709.72,
20/2/2013,$16299.07,
21/2/2013,$16101.27,
22/2/2013,$16417.32,
23/2/2013,$16417.32,
24/2/2013,$16417.32,
25/2/2013,$15795.97,
26/2/2013,$16015.27,
27/2/2013,$16421.62,
28/2/2013,$16357.12,
1/3/2013,$16464.62,
2/3/2013,$16464.62,
3/3/2013,$16464.62,
4/3/2013,$16638.77,
5/3/2013,$16933.32,
6/3/2013,$16978.47,
7/3/2013,$17038.67,
8/3/2013,$17180.57,
9/3/2013,$17180.57,
10/3/2013,$17180.57,
11/3/2013,$17307.42,
12/3/2013,$17232.17,
13/3/2013,$17279.47,
14/3/2013,$17457.92,
15/3/2013,$17264.42,
16/3/2013,$17264.42,
17/3/2013,$17264.42,
18/3/2013,$17079.52,
19/3/2013,$17002.12,
20/3/2013,$17234.32,
21/3/2013,$16948.37,
22/3/2013,$17214.97,
23/3/2013,$17214.97,
24/3/2013,$17214.97,
25/3/2013,$17075.22,
26/3/2013,$17341.82,
27/3/2013,$17341.82,
28/3/2013,$17445.02,
29/3/2013,$17445.02,
30/3/2013,$17445.02,
31/3/2013,$17445.02,
1/4/2013,$17311.72,
2/4/2013,$17477.27,
3/4/2013,$17135.42,
4/4/2013,$17270.87,
5/4/2013,$17120.37,
6/4/2013,$17120.37,
7/4/2013,$17120.37,
8/4/2013,$17346.12,
9/4/2013,$17462.22,
10/4/2013,$17875.02,
11/4/2013,$17986.82,
12/4/2013,$17902.97,
13/4/2013,$17902.97,
14/4/2013,$17902.97,
15/4/2013,$17111.77,
16/4/2013,$17604.12,
17/4/2013,$17109.62,
18/4/2013,$17165.52,
19/4/2013,$17376.22,
20/4/2013,$17376.22,
21/4/2013,$17376.22,
22/4/2013,$17524.57,
23/4/2013,$17870.72,
24/4/2013,$17892.22,
25/4/2013,$18029.82,
26/4/2013,$17969.62,
27/4/2013,$17969.62,
28/4/2013,$17969.62,
29/4/2013,$18197.52,
30/4/2013,$18279.22,
1/5/2013,$17978.22,
2/5/2013,$18294.27,
3/5/2013,$18642.57,
4/5/2013,$18642.57,
5/5/2013,$18642.57,
6/5/2013,$18730.72,
7/5/2013,$18907.02,
8/5/2013,$19066.12,
9/5/2013,$18967.22,
10/5/2013,$19081.17,
11/5/2013,$19081.17,
12/5/2013,$19081.17,
13/5/2013,$19109.12,
14/5/2013,$19472.47,
15/5/2013,$19663.82,
16/5/2013,$19496.12,
17/5/2013,$19840.12,
18/5/2013,$19840.12,
19/5/2013,$19840.12,
20/5/2013,$19837.97,
21/5/2013,$19889.57,
22/5/2013,$19622.97,
23/5/2013,$19519.77,
24/5/2013,$19489.67,
25/5/2013,$19489.67,
26/5/2013,$19489.67,
27/5/2013,$19489.67,
28/5/2013,$19702.52,
29/5/2013,$19470.32,
30/5/2013,$19601.47,
31/5/2013,$19089.77,
1/6/2013,$19089.77,
2/6/2013,$19089.77,
3/6/2013,$19283.27,
4/6/2013,$19113.42,
5/6/2013,$18621.07,
6/6/2013,$18934.97,
7/6/2013,$19380.02,
8/6/2013,$19380.02,
9/6/2013,$19380.02,
10/6/2013,$19380.02,
11/6/2013,$19014.52,
12/6/2013,$18724.27,
13/6/2013,$19253.17,
14/6/2013,$19031.72,
15/6/2013,$19031.72,
16/6/2013,$19031.72,
17/6/2013,$19302.62,
18/6/2013,$19582.12,
19/6/2013,$19089.77,
20/6/2013,$18747.92,
21/6/2013,$18747.92,
22/6/2013,$18747.92,
23/6/2013,$18747.92,
24/6/2013,$18747.92,
25/6/2013,$18747.92,
26/6/2013,$18747.92,
27/6/2013,$18747.92,
28/6/2013,$18747.92,
29/6/2013,$18747.92,
30/6/2013,$18747.92,
1/7/2013,$18747.92,
2/7/2013,$18747.92,
3/7/2013,$18747.92,
4/7/2013,$18747.92,
5/7/2013,$18865.62,
6/7/2013,$18865.62,
7/7/2013,$18865.62,
8/7/2013,$19064.64,
9/7/2013,$19317.16,
10/7/2013,$19330.00,
11/7/2013,$19811.50,
12/7/2013,$19826.48,
13/7/2013,$19826.48,
14/7/2013,$19826.48,
15/7/2013,$19963.44,
16/7/2013,$19828.62,
17/7/2013,$19920.64,
18/7/2013,$20117.52,
19/7/2013,$20181.72,
20/7/2013,$20181.72,
21/7/2013,$20181.72,
22/7/2013,$20252.34,
23/7/2013,$20175.30,
24/7/2013,$20042.62,
25/7/2013,$20130.36,
26/7/2013,$20168.88,
27/7/2013,$20168.88,
28/7/2013,$20168.88,
29/7/2013,$20057.60,
30/7/2013,$20057.60,
31/7/2013,$20083.28,
1/8/2013,$20500.58,
2/8/2013,$20562.64,
3/8/2013,$20562.64,
4/8/2013,$20562.64,
5/8/2013,$20509.14,
6/8/2013,$20301.56,
7/8/2013,$20183.86,
8/8/2013,$20316.54,
9/8/2013,$20211.68,
10/8/2013,$20211.68,
11/8/2013,$20211.68,
12/8/2013,$20168.88,
13/8/2013,$20275.88,
14/8/2013,$20089.70,
15/8/2013,$19584.66,
16/8/2013,$19466.96,
17/8/2013,$19466.96,
18/8/2013,$19466.96,
19/8/2013,$19426.30,
20/8/2013,$19426.30,
21/8/2013,$19426.30,
22/8/2013,$19673.38,
23/8/2013,$19792.66,
24/8/2013,$19792.66,
25/8/2013,$19792.66,
26/8/2013,$19828.87,
27/8/2013,$19828.87,
28/8/2013,$19828.87,
29/8/2013,$19828.87,
30/8/2013,$19828.87,
31/8/2013,$19828.87,
1/9/2013,$19828.87,
2/9/2013,$19828.87,
3/9/2013,$19828.87,
4/9/2013,$19828.87,
5/9/2013,$19828.87,
6/9/2013,$19828.87,
7/9/2013,$19828.87,
8/9/2013,$19828.87,
9/9/2013,$20077.85,
10/9/2013,$20339.49,
11/9/2013,$20451.32,
12/9/2013,$20356.37,
13/9/2013,$20436.55,
14/9/2013,$20436.55,
15/9/2013,$20436.55,
16/9/2013,$20643.33,
17/9/2013,$20803.69,
18/9/2013,$21221.47,
19/9/2013,$21160.28,
20/9/2013,$20729.84,
21/9/2013,$20729.84,
22/9/2013,$20729.84,
23/9/2013,$20563.15,
24/9/2013,$20478.75,
25/9/2013,$20375.36,
26/9/2013,$20512.51,
27/9/2013,$20347.93,
28/9/2013,$20347.93,
29/9/2013,$20347.93,
30/9/2013,$20046.20,
1/10/2013,$20298.20,
2/10/2013,$20264.60,
3/10/2013,$20182.70,
4/10/2013,$20419.82,
5/10/2013,$20419.82,
6/10/2013,$20419.82,
7/10/2013,$20114.06,
8/10/2013,$20114.06,
9/10/2013,$20114.06,
10/10/2013,$20501.34,
11/10/2013,$20725.88,
12/10/2013,$20725.88,
13/10/2013,$20725.88,
14/10/2013,$20865.96,
15/10/2013,$20610.52,
16/10/2013,$21098.74,
17/10/2013,$21335.64,
18/10/2013,$21576.66,
19/10/2013,$21576.66,
20/10/2013,$21576.66,
21/10/2013,$21578.72,
22/10/2013,$21786.78,
23/10/2013,$21613.74,
24/10/2013,$21733.22,
25/10/2013,$21898.02,
26/10/2013,$21898.02,
27/10/2013,$21898.02,
28/10/2013,$21955.70,
29/10/2013,$22149.34,
30/10/2013,$21968.06,
31/10/2013,$21865.06,
1/11/2013,$21951.58,
2/11/2013,$21951.58,
3/11/2013,$21951.58,
4/11/2013,$22079.30,
5/11/2013,$21963.94,
6/11/2013,$22149.34,
7/11/2013,$21687.90,
8/11/2013,$22174.06,
9/11/2013,$22174.06,
10/11/2013,$22174.06,
11/11/2013,$22180.24,
12/11/2013,$22106.08,
13/11/2013,$22398.60,
14/11/2013,$22581.94,
15/11/2013,$22742.62,
16/11/2013,$22742.62,
17/11/2013,$22742.62,
18/11/2013,$22612.84,
19/11/2013,$22532.50,
20/11/2013,$22417.14,
21/11/2013,$22713.78,
22/11/2013,$22899.18,
23/11/2013,$22899.18,
24/11/2013,$22899.18,
25/11/2013,$22862.10,
26/11/2013,$22872.40,
27/11/2013,$22963.04,
28/11/2013,$22963.04,
29/11/2013,$22938.32,
30/11/2013,$22938.32,
1/12/2013,$22938.32,
2/12/2013,$22841.50,
3/12/2013,$22680.82,
4/12/2013,$22676.70,
5/12/2013,$22513.96,
6/12/2013,$22925.96,
7/12/2013,$22925.96,
8/12/2013,$22925.96,
9/12/2013,$23020.72,
10/12/2013,$22886.82,
11/12/2013,$22468.64,
12/12/2013,$22347.10,
13/12/2013,$22342.98,
14/12/2013,$22342.98,
15/12/2013,$22342.98,
16/12/2013,$22571.64,
17/12/2013,$22454.22,
18/12/2013,$23082.52,
19/12/2013,$23039.26,
20/12/2013,$23053.68,
21/12/2013,$23053.68,
22/12/2013,$23053.68,
23/12/2013,$23253.50,
24/12/2013,$23335.90,
25/12/2013,$23335.90,
26/12/2013,$23527.48,
27/12/2013,$23525.42,
28/12/2013,$23525.42,
29/12/2013,$23525.42,
30/12/2013,$23519.24,
31/12/2013,$23698.46,
1/1/2014,$23698.46,
2/1/2014,$23333.84,
3/1/2014,$23327.66,
4/1/2014,$23327.66,
5/1/2014,$23327.66,
6/1/2014,$23218.48,
7/1/2014,$23449.20,
8/1/2014,$23457.44,
9/1/2014,$23482.16,
10/1/2014,$23585.16,
11/1/2014,$23585.16,
12/1/2014,$23585.16,
13/1/2014,$23080.46,
14/1/2014,$23488.34,
15/1/2014,$23692.28,
16/1/2014,$23642.84,
17/1/2014,$23482.16,
18/1/2014,$23482.16,
19/1/2014,$23482.16,
20/1/2014,$23482.16,
21/1/2014,$23593.40,
22/1/2014,$23618.12,
23/1/2014,$23307.06,
24/1/2014,$23061.92,
25/1/2014,$23061.92,
26/1/2014,$23061.92,
27/1/2014,$23061.92,
28/1/2014,$23061.92,
29/1/2014,$23061.92,
30/1/2014,$23061.92,
31/1/2014,$23061.92,
1/2/2014,$23061.92,
2/2/2014,$23061.92,
3/2/2014,$23061.92,
4/2/2014,$23061.92,
5/2/2014,$23061.92,
6/2/2014,$23061.92,
7/2/2014,$23061.92,
8/2/2014,$23061.92,
9/2/2014,$23061.92,
10/2/2014,$23061.92,
11/2/2014,$23433.20,
12/2/2014,$23451.56,
13/2/2014,$23636.81,
14/2/2014,$23839.82,
15/2/2014,$23839.82,
16/2/2014,$23839.82,
17/2/2014,$23839.82,
18/2/2014,$23884.04,
19/2/2014,$23638.82,
20/2/2014,$23855.90,
21/2/2014,$23813.69,
22/2/2014,$23813.69,
23/2/2014,$23813.69,
24/2/2014,$24018.71,
25/2/2014,$24004.64,
26/2/2014,$24006.65,
27/2/2014,$24201.62,
28/2/2014,$24296.09,
1/3/2014,$24296.09,
2/3/2014,$24296.09,
3/3/2014,$24032.78,
4/3/2014,$24555.38,
5/3/2014,$24589.55,
6/3/2014,$24675.98,
7/3/2014,$24692.06,
8/3/2014,$24692.06,
9/3/2014,$24692.06,
10/3/2014,$24671.96,
11/3/2014,$24485.03,
12/3/2014,$24495.08,
13/3/2014,$24072.98,
14/3/2014,$23968.46,
15/3/2014,$23968.46,
16/3/2014,$23968.46,
17/3/2014,$24304.13,
18/3/2014,$24571.46,
19/3/2014,$24370.46,
20/3/2014,$24589.55,
21/3/2014,$24278.00,
22/3/2014,$24278.00,
23/3/2014,$24278.00,
24/3/2014,$24123.23,
25/3/2014,$24300.11,
26/3/2014,$24030.77,
27/3/2014,$23952.38,
28/3/2014,$24135.29,
29/3/2014,$24135.29,
30/3/2014,$24135.29,
31/3/2014,$24440.81,
1/4/2014,$24690.05,
2/4/2014,$24816.68,
3/4/2014,$24766.43,
4/4/2014,$24318.20,
5/4/2014,$24318.20,
6/4/2014,$24318.20,
7/4/2014,$23904.14,
8/4/2014,$24056.90,
9/4/2014,$24456.89,
10/4/2014,$24454.88,
11/4/2014,$24454.88,
12/4/2014,$24454.88,
13/4/2014,$24454.88,
14/4/2014,$24454.88,
15/4/2014,$24454.88,
16/4/2014,$24586.88,
17/4/2014,$24638.88,
18/4/2014,$24638.88,
19/4/2014,$24638.88,
20/4/2014,$24638.88,
21/4/2014,$24768.88,
22/4/2014,$24938.88,
23/4/2014,$24850.88,
24/4/2014,$24926.88,
25/4/2014,$24618.88,
26/4/2014,$24618.88,
27/4/2014,$24618.88,
28/4/2014,$24736.88,
29/4/2014,$24910.88,
30/4/2014,$25022.88,
1/5/2014,$25026.88,
2/5/2014,$24972.88,
3/5/2014,$24972.88,
4/5/2014,$24972.88,
5/5/2014,$25044.88,
6/5/2014,$24716.88,
7/5/2014,$24936.88,
8/5/2014,$24896.88,
9/5/2014,$24952.88,
10/5/2014,$24952.88,
11/5/2014,$24952.88,
12/5/2014,$25318.88,
13/5/2014,$25352.88,
14/5/2014,$25172.88,
15/5/2014,$24840.88,
16/5/2014,$24970.88,
17/5/2014,$24970.88,
18/5/2014,$24970.88,
19/5/2014,$25108.88,
20/5/2014,$24870.88,
21/5/2014,$25186.88,
22/5/2014,$25278.88,
23/5/2014,$25430.88,
24/5/2014,$25430.88,
25/5/2014,$25430.88,
26/5/2014,$25430.88,
27/5/2014,$25664.88,
28/5/2014,$25636.88,
29/5/2014,$25834.88,
30/5/2014,$25896.88,
31/5/2014,$25896.88,
1/6/2014,$25896.88,
2/6/2014,$25940.88,
3/6/2014,$25920.88,
4/6/2014,$25998.88,
5/6/2014,$26250.88,
6/6/2014,$26436.88,
7/6/2014,$26436.88,
8/6/2014,$26436.88,
9/6/2014,$26476.88,
10/6/2014,$26480.88,
11/6/2014,$26344.88,
12/6/2014,$26068.88,
13/6/2014,$26186.88,
14/6/2014,$26186.88,
15/6/2014,$26186.88,
16/6/2014,$26218.88,
17/6/2014,$26326.88,
18/6/2014,$26612.88,
19/6/2014,$26656.88,
20/6/2014,$26548.88,
21/6/2014,$26548.88,
22/6/2014,$26548.88,
23/6/2014,$26536.88,
24/6/2014,$26300.88,
25/6/2014,$26476.88,
26/6/2014,$26448.88,
27/6/2014,$26524.88,
28/6/2014,$26524.88,
29/6/2014,$26524.88,
30/6/2014,$26504.88,
1/7/2014,$26766.88,
2/7/2014,$26806.88,
3/7/2014,$27000.88,
4/7/2014,$27000.88,
5/7/2014,$27000.88,
6/7/2014,$27000.88,
7/7/2014,$26862.88,
8/7/2014,$26608.88,
9/7/2014,$26784.88,
10/7/2014,$26628.88,
11/7/2014,$26682.88,
12/7/2014,$26682.88,
13/7/2014,$26682.88,
14/7/2014,$26880.88,
15/7/2014,$26806.88,
16/7/2014,$26952.88,
17/7/2014,$26502.88,
18/7/2014,$26902.88,
19/7/2014,$26902.88,
20/7/2014,$26902.88,
21/7/2014,$26828.88,
22/7/2014,$27000.88,
23/7/2014,$27088.88,
24/7/2014,$27090.88,
25/7/2014,$26904.88,
26/7/2014,$26904.88,
27/7/2014,$26904.88,
28/7/2014,$26920.88,
29/7/2014,$26750.88,
30/7/2014,$26756.88,
31/7/2014,$26482.88,
1/8/2014,$26482.88,
2/8/2014,$26482.88,
3/8/2014,$26482.88,
4/8/2014,$26482.88,
5/8/2014,$26482.88,
6/8/2014,$26482.88,
7/8/2014,$26482.88,
8/8/2014,$26482.88,
9/8/2014,$26482.88,
10/8/2014,$26482.88,
11/8/2014,$26482.88,
12/8/2014,$26482.88,
13/8/2014,$26482.88,
14/8/2014,$26601.68,
15/8/2014,$26593.76,
16/8/2014,$26593.76,
17/8/2014,$26593.76,
18/8/2014,$26918.48,
19/8/2014,$27122.42,
20/8/2014,$27227.36,
21/8/2014,$27342.20,
22/8/2014,$27280.82,
23/8/2014,$27280.82,
24/8/2014,$27280.82,
25/8/2014,$27480.80,
26/8/2014,$27506.54,
27/8/2014,$27490.70,
28/8/2014,$27468.92,
29/8/2014,$27581.78,
30/8/2014,$27581.78,
31/8/2014,$27581.78,
1/9/2014,$27581.78,
2/9/2014,$27561.98,
3/9/2014,$27540.20,
4/9/2014,$27482.78,
5/9/2014,$27660.98,
6/9/2014,$27660.98,
7/9/2014,$27660.98,
8/9/2014,$27558.02,
9/9/2014,$27306.56,
10/9/2014,$27455.06,
11/9/2014,$27500.60,
12/9/2014,$27268.94,
13/9/2014,$27268.94,
14/9/2014,$27268.94,
15/9/2014,$27239.24,
16/9/2014,$27536.24,
17/9/2014,$27589.70,
18/9/2014,$27801.56,
19/9/2014,$27579.80,
20/9/2014,$27579.80,
21/9/2014,$27579.80,
22/9/2014,$27272.90,
23/9/2014,$27047.18,
24/9/2014,$27354.08,
25/9/2014,$27251.12,
26/9/2014,$27487.52,
27/9/2014,$27487.52,
28/9/2014,$27487.52,
29/9/2014,$27152.62,
30/9/2014,$27152.62,
1/10/2014,$27152.62,
2/10/2014,$27152.62,
3/10/2014,$27152.62,
4/10/2014,$27152.62,
5/10/2014,$27152.62,
6/10/2014,$27152.62,
7/10/2014,$27152.62,
8/10/2014,$27152.62,
9/10/2014,$27152.62,
10/10/2014,$27152.62,
11/10/2014,$27152.62,
12/10/2014,$27152.62,
13/10/2014,$27152.62,
14/10/2014,$27152.62,
15/10/2014,$27152.62,
16/10/2014,$27152.62,
17/10/2014,$27152.62,
18/10/2014,$27152.62,
19/10/2014,$27152.62,
20/10/2014,$27152.62,
21/10/2014,$27152.62,
22/10/2014,$27152.62,
23/10/2014,$27152.62,
24/10/2014,$27152.62,
25/10/2014,$27152.62,
26/10/2014,$27152.62,
27/10/2014,$27152.62,
28/10/2014,$27462.67,
29/10/2014,$27404.17,
30/10/2014,$27651.82,
31/10/2014,$28096.42,
1/11/2014,$28096.42,
2/11/2014,$28096.42,
3/11/2014,$28117.87,
4/11/2014,$27981.37,
5/11/2014,$28229.02,
6/11/2014,$28386.97,
7/11/2014,$28424.02,
8/11/2014,$28424.02,
9/11/2014,$28424.02,
10/11/2014,$28548.82,
11/11/2014,$28587.82,
12/11/2014,$28544.92,
13/11/2014,$28589.77,
14/11/2014,$28599.52,
15/11/2014,$28599.52,
16/11/2014,$28599.52,
17/11/2014,$28624.87,
18/11/2014,$28854.97,
19/11/2014,$28790.62,
20/11/2014,$28860.82,
21/11/2014,$29075.32,
22/11/2014,$29075.32,
23/11/2014,$29075.32,
24/11/2014,$29188.42,
25/11/2014,$29159.17,
26/11/2014,$29262.52,
27/11/2014,$29262.52,
28/11/2014,$29176.72,
29/11/2014,$29176.72,
30/11/2014,$29176.72,
1/12/2014,$28895.92,
2/12/2014,$29155.27,
3/12/2014,$29311.27,
4/12/2014,$29266.42,
5/12/2014,$29332.72,
6/12/2014,$29332.72,
7/12/2014,$29332.72,
8/12/2014,$29061.67,
9/12/2014,$29034.37,
10/12/2014,$28388.92,
11/12/2014,$28589.77,
12/12/2014,$27946.27,
13/12/2014,$27946.27,
14/12/2014,$27946.27,
15/12/2014,$28158.82,
16/12/2014,$28158.82,
17/12/2014,$28805.37,
18/12/2014,$29768.44,
19/12/2014,$29718.26,
20/12/2014,$29718.26,
21/12/2014,$29718.26,
22/12/2014,$29901.61,
23/12/2014,$29955.65,
24/12/2014,$29959.51,
25/12/2014,$29959.51,
26/12/2014,$30088.82,
27/12/2014,$30088.82,
28/12/2014,$30088.82,
29/12/2014,$30142.86,
30/12/2014,$29926.70,
31/12/2014,$29529.12,
1/1/2015,$29529.12,
2/1/2015,$29507.89,
3/1/2015,$29507.89,
4/1/2015,$29507.89,
5/1/2015,$29264.71,
6/1/2015,$29264.71,
7/1/2015,$29264.71,
8/1/2015,$29623.81,
9/1/2015,$29718.81,
10/1/2015,$29718.81,
11/1/2015,$29718.81,
12/1/2015,$29718.81,
13/1/2015,$29718.81,
14/1/2015,$29718.81,
15/1/2015,$29718.81,
16/1/2015,$29718.81,
17/1/2015,$29718.81,
18/1/2015,$29718.81,
19/1/2015,$29718.81,
20/1/2015,$29718.81,
21/1/2015,$29718.81,
22/1/2015,$30115.49,
23/1/2015,$29903.05,
24/1/2015,$29903.05,
25/1/2015,$29903.05,
26/1/2015,$29992.55,
27/1/2015,$29528.79,
28/1/2015,$29528.79,
29/1/2015,$29528.79,
30/1/2015,$29528.79,
31/1/2015,$29528.79,
1/2/2015,$29528.79,
2/2/2015,$29528.79,
3/2/2015,$29871.03,
4/2/2015,$29699.91,
5/2/2015,$29933.01,
6/2/2015,$29827.56,
7/2/2015,$29827.56,
8/2/2015,$29827.56,
9/2/2015,$29657.36,
10/2/2015,$30060.66,
11/2/2015,$30082.86,
12/2/2015,$30451.01,
13/2/2015,$30610.11,
14/2/2015,$30610.11,
15/2/2015,$30610.11,
16/2/2015,$30610.11,
17/2/2015,$30671.16,
18/2/2015,$30674.86,
19/2/2015,$30647.11,
20/2/2015,$30880.21,
21/2/2015,$30880.21,
22/2/2015,$30880.21,
23/2/2015,$30874.66,
24/2/2015,$30985.66,
25/2/2015,$30952.36,
26/2/2015,$30906.11,
27/2/2015,$30772.91,
28/2/2015,$30772.91,
1/3/2015,$30772.91,
2/3/2015,$31018.96,
3/3/2015,$30858.01,
4/3/2015,$30693.36,
5/3/2015,$30735.91,
6/3/2015,$30188.31,
7/3/2015,$30188.31,
8/3/2015,$30188.31,
9/3/2015,$30347.41,
10/3/2015,$30042.16,
11/3/2015,$30042.16,
12/3/2015,$30378.88,
13/3/2015,$30318.49,
14/3/2015,$30318.49,
15/3/2015,$30318.49,
16/3/2015,$30658.83,
17/3/2015,$30545.99,
18/3/2015,$31000.99,
19/3/2015,$30826.27,
20/3/2015,$30991.89,
21/3/2015,$30991.89,
22/3/2015,$30991.89,
23/3/2015,$30917.27,
24/3/2015,$30702.51,
25/3/2015,$30748.01,
26/3/2015,$30748.01,
27/3/2015,$30748.01,
28/3/2015,$30748.01,
29/3/2015,$30748.01,
30/3/2015,$30977.88,
31/3/2015,$30798.69,
1/4/2015,$30798.69,
2/4/2015,$30798.69,
3/4/2015,$30798.69,
4/4/2015,$30798.69,
5/4/2015,$30798.69,
6/4/2015,$31241.49,
7/4/2015,$31246.89,
8/4/2015,$31323.86,
9/4/2015,$31488.54,
10/4/2015,$31692.60,
11/4/2015,$31692.60,
12/4/2015,$31692.60,
13/4/2015,$31522.55,
14/4/2015,$31594.15,
15/4/2015,$31762.41,
16/4/2015,$31751.67,
17/4/2015,$31495.70,
18/4/2015,$31495.70,
19/4/2015,$31495.70,
20/4/2015,$31636.32,
21/4/2015,$31591.82,
22/4/2015,$31775.16,
23/4/2015,$31869.50,
24/4/2015,$31956.72,
25/4/2015,$31956.72,
26/4/2015,$31956.72,
27/4/2015,$31800.08,
28/4/2015,$31919.34,
29/4/2015,$31764.48,
30/4/2015,$31641.66,
1/5/2015,$31876.62,
2/5/2015,$31876.62,
3/5/2015,$31876.62,
4/5/2015,$31983.42,
5/5/2015,$31931.80,
6/5/2015,$31931.80,
7/5/2015,$31931.80,
8/5/2015,$32061.30,
9/5/2015,$32061.30,
10/5/2015,$32061.30,
11/5/2015,$31884.55,
12/5/2015,$31774.30,
13/5/2015,$31781.30,
14/5/2015,$32164.55,
15/5/2015,$32204.80,
16/5/2015,$32204.80,
17/5/2015,$32204.80,
18/5/2015,$32320.30,
19/5/2015,$32308.05,
20/5/2015,$32281.80,
21/5/2015,$32390.30,
22/5/2015,$32301.05,
23/5/2015,$32301.05,
24/5/2015,$32301.05,
25/5/2015,$32301.05,
26/5/2015,$31900.30,
27/5/2015,$32250.30,
28/5/2015,$32208.30,
29/5/2015,$31977.30,
30/5/2015,$31977.30,
31/5/2015,$31977.30,
1/6/2015,$32052.55,
2/6/2015,$32015.80,
3/6/2015,$32113.80,
4/6/2015,$31800.55,
5/6/2015,$31769.05,
6/6/2015,$31769.05,
7/6/2015,$31769.05,
8/6/2015,$31769.05,
9/6/2015,$31769.05,
10/6/2015,$32043.97,
11/6/2015,$32162.29,
12/6/2015,$31990.03,
13/6/2015,$31990.03,
14/6/2015,$31990.03,
15/6/2015,$31990.03,
16/6/2015,$31990.03,
17/6/2015,$31990.03,
18/6/2015,$32244.34,
19/6/2015,$31903.53,
20/6/2015,$31903.53,
21/6/2015,$31903.53,
22/6/2015,$32090.37,
23/6/2015,$32116.32,
24/6/2015,$32060.96,
25/6/2015,$32060.96,
26/6/2015,$32060.96,
27/6/2015,$32060.96,
28/6/2015,$32060.96,
29/6/2015,$32060.96,
30/6/2015,$32060.96,
