,SPY,Cash,
6/2/2012,$27696.70,$94.04,
7/2/2012,$27766.74,$94.04,
8/2/2012,$27849.14,$94.04,
9/2/2012,$27884.16,$94.04,
10/2/2012,$27678.16,$94.04,
11/2/2012,$27678.16,$94.04,
12/2/2012,$27678.16,$94.04,
13/2/2012,$27884.16,$94.04,
14/2/2012,$27849.14,$94.04,
15/2/2012,$27719.36,$94.04,
16/2/2012,$28026.30,$94.04,
17/2/2012,$28100.46,$94.04,
18/2/2012,$28100.46,$94.04,
19/2/2012,$28100.46,$94.04,
20/2/2012,$28100.46,$94.04,
21/2/2012,$28112.82,$94.04,
22/2/2012,$28022.18,$94.04,
23/2/2012,$28145.78,$94.04,
24/2/2012,$28207.58,$94.04,
25/2/2012,$28207.58,$94.04,
26/2/2012,$28207.58,$94.04,
27/2/2012,$28254.96,$94.04,
28/2/2012,$28337.36,$94.04,
29/2/2012,$28226.12,$94.04,
1/3/2012,$28372.38,$94.04,
2/3/2012,$28285.86,$94.04,
3/3/2012,$28285.86,$94.04,
4/3/2012,$28285.86,$94.04,
5/3/2012,$28170.50,$94.04,
6/3/2012,$27758.50,$94.04,
7/3/2012,$27952.14,$94.04,
8/3/2012,$28230.24,$94.04,
9/3/2012,$28339.42,$94.04,
10/3/2012,$28339.42,$94.04,
11/3/2012,$28339.42,$94.04,
12/3/2012,$28341.48,$94.04,
13/3/2012,$28852.36,$94.04,
14/3/2012,$28821.46,$94.04,
15/3/2012,$28988.32,$94.04,
16/3/2012,$28901.80,$220.52,
17/3/2012,$28901.80,$220.52,
18/3/2012,$28901.80,$220.52,
19/3/2012,$29015.10,$220.52,
20/3/2012,$28930.64,$220.52,
21/3/2012,$28883.26,$220.52,
22/3/2012,$28675.20,$220.52,
23/3/2012,$28767.90,$220.52,
24/3/2012,$28767.90,$220.52,
25/3/2012,$28767.90,$220.52,
26/3/2012,$29171.66,$220.52,
27/3/2012,$29081.02,$220.52,
28/3/2012,$28936.82,$220.52,
29/3/2012,$28887.38,$220.52,
30/3/2012,$29006.86,$220.52,
31/3/2012,$29006.86,$220.52,
1/4/2012,$29006.86,$220.52,
2/4/2012,$29219.04,$220.52,
3/4/2012,$29099.56,$220.52,
4/4/2012,$28811.16,$220.52,
5/4/2012,$28796.74,$220.52,
6/4/2012,$28796.74,$220.52,
7/4/2012,$28796.74,$220.52,
8/4/2012,$28796.74,$220.52,
9/4/2012,$28473.32,$220.52,
10/4/2012,$27995.40,$220.52,
11/4/2012,$28222.00,$220.52,
12/4/2012,$28590.74,$220.52,
13/4/2012,$0,$28745.34,
14/4/2012,$0,$28745.34,
15/4/2012,$0,$28745.34,
16/4/2012,$0,$28745.34,
17/4/2012,$0,$28745.34,
18/4/2012,$28692.27,$84.12,
19/4/2012,$0,$28780.53,
20/4/2012,$0,$28780.53,
21/4/2012,$0,$28780.53,
22/4/2012,$0,$28780.53,
23/4/2012,$0,$28780.53,
24/4/2012,$0,$28780.53,
25/4/2012,$0,$28780.53,
26/4/2012,$0,$28780.53,
27/4/2012,$28639.56,$102.21,
28/4/2012,$28639.56,$102.21,
29/4/2012,$28639.56,$102.21,
30/4/2012,$28533.48,$102.21,
1/5/2012,$28710.96,$102.21,
2/5/2012,$28625.28,$102.21,
3/5/2012,$28407.00,$102.21,
4/5/2012,$27948.00,$102.21,
5/5/2012,$27948.00,$102.21,
6/5/2012,$27948.00,$102.21,
7/5/2012,$27968.40,$102.21,
8/5/2012,$0,$27903.33,
9/5/2012,$0,$27903.33,
10/5/2012,$0,$27903.33,
11/5/2012,$0,$27903.33,
12/5/2012,$0,$27903.33,
13/5/2012,$0,$27903.33,
14/5/2012,$0,$27903.33,
15/5/2012,$0,$27903.33,
16/5/2012,$0,$27903.33,
17/5/2012,$0,$27903.33,
18/5/2012,$0,$27903.33,
19/5/2012,$0,$27903.33,
20/5/2012,$0,$27903.33,
21/5/2012,$0,$27903.33,
22/5/2012,$0,$27903.33,
23/5/2012,$0,$27903.33,
24/5/2012,$0,$27903.33,
25/5/2012,$0,$27903.33,
26/5/2012,$0,$27903.33,
27/5/2012,$0,$27903.33,
28/5/2012,$0,$27903.33,
29/5/2012,$0,$27903.33,
30/5/2012,$0,$27903.33,
31/5/2012,$0,$27903.33,
1/6/2012,$0,$27903.33,
2/6/2012,$0,$27903.33,
3/6/2012,$0,$27903.33,
4/6/2012,$0,$27903.33,
5/6/2012,$0,$27903.33,
6/6/2012,$0,$27903.33,
7/6/2012,$0,$27903.33,
8/6/2012,$0,$27903.33,
9/6/2012,$0,$27903.33,
10/6/2012,$0,$27903.33,
11/6/2012,$0,$27903.33,
12/6/2012,$0,$27903.33,
13/6/2012,$0,$27903.33,
14/6/2012,$0,$27903.33,
15/6/2012,$0,$27903.33,
16/6/2012,$0,$27903.33,
17/6/2012,$0,$27903.33,
18/6/2012,$0,$27903.33,
19/6/2012,$0,$27903.33,
20/6/2012,$0,$27903.33,
21/6/2012,$0,$27903.33,
22/6/2012,$0,$27903.33,
23/6/2012,$0,$27903.33,
24/6/2012,$0,$27903.33,
25/6/2012,$0,$27903.33,
26/6/2012,$0,$27903.33,
27/6/2012,$0,$27903.33,
28/6/2012,$0,$27903.33,
29/6/2012,$0,$27903.33,
30/6/2012,$0,$27903.33,
1/7/2012,$0,$27903.33,
2/7/2012,$0,$27903.33,
3/7/2012,$28031.64,$61.41,
4/7/2012,$28031.64,$61.41,
5/7/2012,$27905.16,$61.41,
6/7/2012,$27639.96,$61.41,
7/7/2012,$27639.96,$61.41,
8/7/2012,$27639.96,$61.41,
9/7/2012,$27605.28,$61.41,
10/7/2012,$27364.56,$61.41,
11/7/2012,$27368.64,$61.41,
12/7/2012,$27236.04,$61.41,
13/7/2012,$27693.00,$61.41,
14/7/2012,$27693.00,$61.41,
15/7/2012,$27693.00,$61.41,
16/7/2012,$27627.72,$61.41,
17/7/2012,$27817.44,$61.41,
18/7/2012,$28023.48,$61.41,
19/7/2012,$28096.92,$61.41,
20/7/2012,$27839.88,$61.41,
21/7/2012,$27839.88,$61.41,
22/7/2012,$27839.88,$61.41,
23/7/2012,$27558.36,$61.41,
24/7/2012,$27321.72,$61.41,
25/7/2012,$27327.84,$61.41,
26/7/2012,$27778.68,$61.41,
27/7/2012,$28290.72,$61.41,
28/7/2012,$28290.72,$61.41,
29/7/2012,$28290.72,$61.41,
30/7/2012,$28290.72,$61.41,
31/7/2012,$28092.84,$61.41,
1/8/2012,$28068.36,$61.41,
2/8/2012,$27874.56,$61.41,
3/8/2012,$28427.40,$61.41,
4/8/2012,$28427.40,$61.41,
5/8/2012,$28427.40,$61.41,
6/8/2012,$28482.48,$61.41,
7/8/2012,$28625.28,$61.41,
8/8/2012,$28659.96,$61.41,
9/8/2012,$28684.44,$61.41,
10/8/2012,$28731.36,$61.41,
11/8/2012,$28731.36,$61.41,
12/8/2012,$28731.36,$61.41,
13/8/2012,$28717.08,$61.41,
14/8/2012,$28721.16,$61.41,
15/8/2012,$28753.80,$61.41,
16/8/2012,$28965.96,$61.41,
17/8/2012,$29004.72,$61.41,
18/8/2012,$29004.72,$61.41,
19/8/2012,$29004.72,$61.41,
20/8/2012,$29006.76,$61.41,
21/8/2012,$28919.04,$61.41,
22/8/2012,$28931.28,$61.41,
23/8/2012,$28694.64,$61.41,
24/8/2012,$28868.04,$61.41,
25/8/2012,$28868.04,$61.41,
26/8/2012,$28868.04,$61.41,
27/8/2012,$28874.16,$61.41,
28/8/2012,$28845.60,$61.41,
29/8/2012,$28868.04,$61.41,
30/8/2012,$28659.96,$61.41,
31/8/2012,$28796.64,$61.41,
1/9/2012,$28796.64,$61.41,
2/9/2012,$28796.64,$61.41,
3/9/2012,$28796.64,$61.41,
4/9/2012,$28770.12,$61.41,
5/9/2012,$28745.64,$61.41,
6/9/2012,$29329.08,$61.41,
7/9/2012,$29443.32,$61.41,
8/9/2012,$29443.32,$61.41,
9/9/2012,$29443.32,$61.41,
10/9/2012,$29276.04,$61.41,
11/9/2012,$29357.64,$61.41,
12/9/2012,$29455.56,$61.41,
13/9/2012,$29904.36,$61.41,
14/9/2012,$30036.96,$61.41,
15/9/2012,$30036.96,$61.41,
16/9/2012,$30036.96,$61.41,
17/9/2012,$29934.96,$61.41,
18/9/2012,$29910.48,$61.41,
19/9/2012,$29926.80,$61.41,
20/9/2012,$29928.84,$61.41,
21/9/2012,$29757.48,$220.33,
22/9/2012,$29757.48,$220.33,
23/9/2012,$29757.48,$220.33,
24/9/2012,$29712.60,$220.33,
25/9/2012,$29396.40,$220.33,
26/9/2012,$29231.16,$220.33,
27/9/2012,$29506.56,$220.33,
28/9/2012,$29369.88,$220.33,
29/9/2012,$29369.88,$220.33,
30/9/2012,$29369.88,$220.33,
1/10/2012,$29447.40,$220.33,
2/10/2012,$29478.00,$220.33,
3/10/2012,$29598.36,$220.33,
4/10/2012,$29810.52,$220.33,
5/10/2012,$29812.56,$220.33,
6/10/2012,$29812.56,$220.33,
7/10/2012,$29812.56,$220.33,
8/10/2012,$29710.56,$220.33,
9/10/2012,$29416.80,$220.33,
10/10/2012,$29229.12,$220.33,
11/10/2012,$29245.44,$220.33,
12/10/2012,$29149.56,$220.33,
13/10/2012,$29149.56,$220.33,
14/10/2012,$29149.56,$220.33,
15/10/2012,$29392.32,$220.33,
16/10/2012,$29690.16,$220.33,
17/10/2012,$29824.80,$220.33,
18/10/2012,$29747.28,$220.33,
19/10/2012,$29251.56,$220.33,
20/10/2012,$29251.56,$220.33,
21/10/2012,$29251.56,$220.33,
22/10/2012,$29255.64,$220.33,
23/10/2012,$28849.68,$220.33,
24/10/2012,$0,$29174.05,
25/10/2012,$0,$29174.05,
26/10/2012,$0,$29174.05,
27/10/2012,$0,$29174.05,
28/10/2012,$0,$29174.05,
29/10/2012,$0,$29174.05,
30/10/2012,$0,$29174.05,
31/10/2012,$0,$29174.05,
1/11/2012,$0,$29174.05,
2/11/2012,$0,$29174.05,
3/11/2012,$0,$29174.05,
4/11/2012,$0,$29174.05,
5/11/2012,$0,$29174.05,
6/11/2012,$0,$29174.05,
7/11/2012,$0,$29174.05,
8/11/2012,$0,$29174.05,
9/11/2012,$0,$29174.05,
10/11/2012,$0,$29174.05,
11/11/2012,$0,$29174.05,
12/11/2012,$0,$29174.05,
13/11/2012,$0,$29174.05,
14/11/2012,$0,$29174.05,
15/11/2012,$0,$29174.05,
16/11/2012,$0,$29174.05,
17/11/2012,$0,$29174.05,
18/11/2012,$0,$29174.05,
19/11/2012,$0,$29174.05,
20/11/2012,$0,$29174.05,
21/11/2012,$0,$29174.05,
22/11/2012,$0,$29174.05,
23/11/2012,$0,$29174.05,
24/11/2012,$0,$29174.05,
25/11/2012,$0,$29174.05,
26/11/2012,$0,$29174.05,
27/11/2012,$0,$29174.05,
28/11/2012,$0,$29174.05,
29/11/2012,$0,$29174.05,
30/11/2012,$0,$29174.05,
1/12/2012,$0,$29174.05,
2/12/2012,$0,$29174.05,
3/12/2012,$0,$29174.05,
4/12/2012,$0,$29174.05,
5/12/2012,$0,$29174.05,
6/12/2012,$0,$29174.05,
7/12/2012,$0,$29174.05,
8/12/2012,$0,$29174.05,
9/12/2012,$0,$29174.05,
10/12/2012,$29206.35,$21.00,
11/12/2012,$29405.20,$21.00,
12/12/2012,$29419.55,$21.00,
13/12/2012,$29239.15,$21.00,
14/12/2012,$29130.50,$21.00,
15/12/2012,$29130.50,$21.00,
16/12/2012,$29130.50,$21.00,
17/12/2012,$29472.85,$21.00,
18/12/2012,$29800.85,$21.00,
19/12/2012,$29579.45,$21.00,
20/12/2012,$29749.60,$21.00,
21/12/2012,$29271.95,$230.51,
22/12/2012,$29271.95,$230.51,
23/12/2012,$29271.95,$230.51,
24/12/2012,$29181.75,$230.51,
25/12/2012,$29181.75,$230.51,
26/12/2012,$29058.75,$230.51,
27/12/2012,$29019.80,$230.51,
28/12/2012,$28706.15,$230.51,
29/12/2012,$28706.15,$230.51,
30/12/2012,$28706.15,$230.51,
31/12/2012,$29194.05,$230.51,
1/1/2013,$29194.05,$230.51,
2/1/2013,$29942.30,$230.51,
3/1/2013,$29874.65,$230.51,
4/1/2013,$30005.85,$230.51,
5/1/2013,$30005.85,$230.51,
6/1/2013,$30005.85,$230.51,
7/1/2013,$29923.85,$230.51,
8/1/2013,$29837.75,$230.51,
9/1/2013,$29913.60,$230.51,
10/1/2013,$30151.40,$230.51,
11/1/2013,$30149.35,$230.51,
12/1/2013,$30149.35,$230.51,
13/1/2013,$30149.35,$230.51,
14/1/2013,$30128.85,$230.51,
15/1/2013,$30149.35,$230.51,
16/1/2013,$30145.25,$230.51,
17/1/2013,$30340.00,$230.51,
18/1/2013,$30407.65,$230.51,
19/1/2013,$30407.65,$230.51,
20/1/2013,$30407.65,$230.51,
21/1/2013,$30407.65,$230.51,
22/1/2013,$30571.65,$230.51,
23/1/2013,$30620.85,$230.51,
24/1/2013,$30629.05,$230.51,
25/1/2013,$30801.25,$230.51,
26/1/2013,$30801.25,$230.51,
27/1/2013,$30801.25,$230.51,
28/1/2013,$30764.35,$230.51,
29/1/2013,$30885.30,$230.51,
30/1/2013,$30764.35,$230.51,
31/1/2013,$30688.50,$230.51,
1/2/2013,$31004.20,$230.51,
2/2/2013,$31004.20,$230.51,
3/2/2013,$31004.20,$230.51,
4/2/2013,$30655.70,$230.51,
5/2/2013,$30965.25,$230.51,
6/2/2013,$30987.80,$230.51,
7/2/2013,$30946.80,$230.51,
8/2/2013,$31119.00,$230.51,
9/2/2013,$31119.00,$230.51,
10/2/2013,$31119.00,$230.51,
11/2/2013,$31112.85,$230.51,
12/2/2013,$31164.10,$230.51,
13/2/2013,$31190.75,$230.51,
14/2/2013,$31219.45,$230.51,
15/2/2013,$31182.55,$230.51,
16/2/2013,$31182.55,$230.51,
17/2/2013,$31182.55,$230.51,
18/2/2013,$31182.55,$230.51,
19/2/2013,$31416.25,$230.51,
20/2/2013,$31024.70,$230.51,
21/2/2013,$30836.10,$230.51,
22/2/2013,$31137.45,$230.51,
23/2/2013,$31137.45,$230.51,
24/2/2013,$31137.45,$230.51,
25/2/2013,$30545.00,$230.51,
26/2/2013,$30754.10,$230.51,
27/2/2013,$31141.55,$230.51,
28/2/2013,$31080.05,$230.51,
1/3/2013,$31182.55,$230.51,
2/3/2013,$31182.55,$230.51,
3/3/2013,$31182.55,$230.51,
4/3/2013,$31348.60,$230.51,
5/3/2013,$31629.45,$230.51,
6/3/2013,$31672.50,$230.51,
7/3/2013,$31729.90,$230.51,
8/3/2013,$31865.20,$230.51,
9/3/2013,$31865.20,$230.51,
10/3/2013,$31865.20,$230.51,
11/3/2013,$31986.15,$230.51,
12/3/2013,$31914.40,$230.51,
13/3/2013,$31959.50,$230.51,
14/3/2013,$32129.65,$230.51,
15/3/2013,$31945.15,$372.78,
16/3/2013,$31945.15,$372.78,
17/3/2013,$31945.15,$372.78,
18/3/2013,$31768.85,$372.78,
19/3/2013,$31695.05,$372.78,
20/3/2013,$31916.45,$372.78,
21/3/2013,$31643.80,$372.78,
22/3/2013,$31898.00,$372.78,
23/3/2013,$31898.00,$372.78,
24/3/2013,$31898.00,$372.78,
25/3/2013,$31764.75,$372.78,
26/3/2013,$32018.95,$372.78,
27/3/2013,$32018.95,$372.78,
28/3/2013,$32117.35,$372.78,
29/3/2013,$32117.35,$372.78,
30/3/2013,$32117.35,$372.78,
31/3/2013,$32117.35,$372.78,
1/4/2013,$31990.25,$372.78,
2/4/2013,$32148.10,$372.78,
3/4/2013,$31822.15,$372.78,
4/4/2013,$31951.30,$372.78,
5/4/2013,$31807.80,$372.78,
6/4/2013,$31807.80,$372.78,
7/4/2013,$31807.80,$372.78,
8/4/2013,$32023.05,$372.78,
9/4/2013,$32133.75,$372.78,
10/4/2013,$32527.35,$372.78,
11/4/2013,$32633.95,$372.78,
12/4/2013,$32554.00,$372.78,
13/4/2013,$32554.00,$372.78,
14/4/2013,$32554.00,$372.78,
15/4/2013,$31799.60,$372.78,
16/4/2013,$32269.05,$372.78,
17/4/2013,$31797.55,$372.78,
18/4/2013,$31598.70,$372.78,
19/4/2013,$31873.40,$372.78,
20/4/2013,$31873.40,$372.78,
21/4/2013,$31873.40,$372.78,
22/4/2013,$32014.85,$372.78,
23/4/2013,$32344.90,$372.78,
24/4/2013,$32365.40,$372.78,
25/4/2013,$32496.60,$372.78,
26/4/2013,$32439.20,$372.78,
27/4/2013,$32439.20,$372.78,
28/4/2013,$32439.20,$372.78,
29/4/2013,$32656.50,$372.78,
30/4/2013,$32734.40,$372.78,
1/5/2013,$32447.40,$372.78,
2/5/2013,$32748.75,$372.78,
3/5/2013,$33080.85,$372.78,
4/5/2013,$33080.85,$372.78,
5/5/2013,$33080.85,$372.78,
6/5/2013,$33164.90,$372.78,
7/5/2013,$33333.00,$372.78,
8/5/2013,$33484.70,$372.78,
9/5/2013,$33390.40,$372.78,
10/5/2013,$33499.05,$372.78,
11/5/2013,$33499.05,$372.78,
12/5/2013,$33499.05,$372.78,
13/5/2013,$33525.70,$372.78,
14/5/2013,$33872.15,$372.78,
15/5/2013,$34054.60,$372.78,
16/5/2013,$33894.70,$372.78,
17/5/2013,$34222.70,$372.78,
18/5/2013,$34222.70,$372.78,
19/5/2013,$34222.70,$372.78,
20/5/2013,$34220.65,$372.78,
21/5/2013,$34269.85,$372.78,
22/5/2013,$34015.65,$372.78,
23/5/2013,$33917.25,$372.78,
24/5/2013,$33888.55,$372.78,
25/5/2013,$33888.55,$372.78,
26/5/2013,$33888.55,$372.78,
27/5/2013,$33888.55,$372.78,
28/5/2013,$34091.50,$372.78,
29/5/2013,$33870.10,$372.78,
30/5/2013,$33995.15,$372.78,
31/5/2013,$33507.25,$372.78,
1/6/2013,$33507.25,$372.78,
2/6/2013,$33507.25,$372.78,
3/6/2013,$33691.75,$372.78,
4/6/2013,$33529.80,$372.78,
5/6/2013,$33060.35,$372.78,
6/6/2013,$33359.65,$372.78,
7/6/2013,$33784.00,$372.78,
8/6/2013,$33784.00,$372.78,
9/6/2013,$33784.00,$372.78,
10/6/2013,$33784.00,$372.78,
11/6/2013,$33435.50,$372.78,
12/6/2013,$33158.75,$372.78,
13/6/2013,$33663.05,$372.78,
14/6/2013,$33451.90,$372.78,
15/6/2013,$33451.90,$372.78,
16/6/2013,$33451.90,$372.78,
17/6/2013,$33710.20,$372.78,
18/6/2013,$33976.70,$372.78,
19/6/2013,$33507.25,$372.78,
20/6/2013,$32677.00,$372.78,
21/6/2013,$32609.35,$544.78,
22/6/2013,$32609.35,$544.78,
23/6/2013,$32609.35,$544.78,
24/6/2013,$0,$32813.83,
25/6/2013,$0,$32813.83,
26/6/2013,$0,$32813.83,
27/6/2013,$0,$32813.83,
28/6/2013,$0,$32813.83,
29/6/2013,$0,$32813.83,
30/6/2013,$0,$32813.83,
1/7/2013,$0,$32813.83,
2/7/2013,$0,$32813.83,
3/7/2013,$0,$32813.83,
4/7/2013,$0,$32813.83,
5/7/2013,$0,$32813.83,
6/7/2013,$0,$32813.83,
7/7/2013,$0,$32813.83,
8/7/2013,$0,$32813.83,
9/7/2013,$0,$32813.83,
10/7/2013,$32707.62,$149.77,
11/7/2013,$33153.12,$149.77,
12/7/2013,$33166.98,$149.77,
13/7/2013,$33166.98,$149.77,
14/7/2013,$33166.98,$149.77,
15/7/2013,$33293.70,$149.77,
16/7/2013,$33168.96,$149.77,
17/7/2013,$33254.10,$149.77,
18/7/2013,$33436.26,$149.77,
19/7/2013,$33495.66,$149.77,
20/7/2013,$33495.66,$149.77,
21/7/2013,$33495.66,$149.77,
22/7/2013,$33561.00,$149.77,
23/7/2013,$33489.72,$149.77,
24/7/2013,$33366.96,$149.77,
25/7/2013,$33448.14,$149.77,
26/7/2013,$33483.78,$149.77,
27/7/2013,$33483.78,$149.77,
28/7/2013,$33483.78,$149.77,
29/7/2013,$33380.82,$149.77,
30/7/2013,$33380.82,$149.77,
31/7/2013,$33404.58,$149.77,
1/8/2013,$33790.68,$149.77,
2/8/2013,$33848.10,$149.77,
3/8/2013,$33848.10,$149.77,
4/8/2013,$33848.10,$149.77,
5/8/2013,$33798.60,$149.77,
6/8/2013,$33606.54,$149.77,
7/8/2013,$33497.64,$149.77,
8/8/2013,$33620.40,$149.77,
9/8/2013,$33523.38,$149.77,
10/8/2013,$33523.38,$149.77,
11/8/2013,$33523.38,$149.77,
12/8/2013,$33483.78,$149.77,
13/8/2013,$33582.78,$149.77,
14/8/2013,$33410.52,$149.77,
15/8/2013,$32943.24,$149.77,
16/8/2013,$32834.34,$149.77,
17/8/2013,$32834.34,$149.77,
18/8/2013,$32834.34,$149.77,
19/8/2013,$32624.46,$149.77,
20/8/2013,$32784.84,$149.77,
21/8/2013,$0,$32843.53,
22/8/2013,$0,$32843.53,
23/8/2013,$0,$32843.53,
24/8/2013,$0,$32843.53,
25/8/2013,$0,$32843.53,
26/8/2013,$0,$32843.53,
27/8/2013,$0,$32843.53,
28/8/2013,$0,$32843.53,
29/8/2013,$0,$32843.53,
30/8/2013,$0,$32843.53,
31/8/2013,$0,$32843.53,
1/9/2013,$0,$32843.53,
2/9/2013,$0,$32843.53,
3/9/2013,$0,$32843.53,
4/9/2013,$0,$32843.53,
5/9/2013,$0,$32843.53,
6/9/2013,$0,$32843.53,
7/9/2013,$0,$32843.53,
8/9/2013,$0,$32843.53,
9/9/2013,$0,$32843.53,
10/9/2013,$0,$32843.53,
11/9/2013,$32863.60,$127.37,
12/9/2013,$32776.30,$127.37,
13/9/2013,$32850.02,$127.37,
14/9/2013,$32850.02,$127.37,
15/9/2013,$32850.02,$127.37,
16/9/2013,$33040.14,$127.37,
17/9/2013,$33187.58,$127.37,
18/9/2013,$33571.70,$127.37,
19/9/2013,$33515.44,$127.37,
20/9/2013,$33119.68,$289.94,
21/9/2013,$33119.68,$289.94,
22/9/2013,$33119.68,$289.94,
23/9/2013,$32966.42,$289.94,
24/9/2013,$32888.82,$289.94,
25/9/2013,$32793.76,$289.94,
26/9/2013,$32919.86,$289.94,
27/9/2013,$32768.54,$289.94,
28/9/2013,$32768.54,$289.94,
29/9/2013,$32768.54,$289.94,
30/9/2013,$32593.94,$289.94,
1/10/2013,$32851.96,$289.94,
2/10/2013,$32820.92,$289.94,
3/10/2013,$32518.28,$289.94,
4/10/2013,$32764.66,$289.94,
5/10/2013,$32764.66,$289.94,
6/10/2013,$32764.66,$289.94,
7/10/2013,$32481.42,$289.94,
8/10/2013,$0,$32765.54,
9/10/2013,$0,$32765.54,
10/10/2013,$0,$32765.54,
11/10/2013,$0,$32765.54,
12/10/2013,$0,$32765.54,
13/10/2013,$0,$32765.54,
14/10/2013,$32991.42,$108.01,
15/10/2013,$32752.10,$108.01,
16/10/2013,$33209.51,$108.01,
17/10/2013,$33431.46,$108.01,
18/10/2013,$33657.27,$108.01,
19/10/2013,$33657.27,$108.01,
20/10/2013,$33657.27,$108.01,
21/10/2013,$33659.20,$108.01,
22/10/2013,$33854.13,$108.01,
23/10/2013,$33692.01,$108.01,
24/10/2013,$33803.95,$108.01,
25/10/2013,$33958.35,$108.01,
26/10/2013,$33958.35,$108.01,
27/10/2013,$33958.35,$108.01,
28/10/2013,$34012.39,$108.01,
29/10/2013,$34193.81,$108.01,
30/10/2013,$34023.97,$108.01,
31/10/2013,$33927.47,$108.01,
1/11/2013,$34008.53,$108.01,
2/11/2013,$34008.53,$108.01,
3/11/2013,$34008.53,$108.01,
4/11/2013,$34128.19,$108.01,
5/11/2013,$34020.11,$108.01,
6/11/2013,$34193.81,$108.01,
7/11/2013,$33761.49,$108.01,
8/11/2013,$34216.97,$108.01,
9/11/2013,$34216.97,$108.01,
10/11/2013,$34216.97,$108.01,
11/11/2013,$34222.76,$108.01,
12/11/2013,$34153.28,$108.01,
13/11/2013,$34427.34,$108.01,
14/11/2013,$34599.11,$108.01,
15/11/2013,$34749.65,$108.01,
16/11/2013,$34749.65,$108.01,
17/11/2013,$34749.65,$108.01,
18/11/2013,$34628.06,$108.01,
19/11/2013,$34552.79,$108.01,
20/11/2013,$34444.71,$108.01,
21/11/2013,$34722.63,$108.01,
22/11/2013,$34896.33,$108.01,
23/11/2013,$34896.33,$108.01,
24/11/2013,$34896.33,$108.01,
25/11/2013,$34861.59,$108.01,
26/11/2013,$34871.24,$108.01,
27/11/2013,$34956.16,$108.01,
28/11/2013,$34956.16,$108.01,
29/11/2013,$34933.00,$108.01,
30/11/2013,$34933.00,$108.01,
1/12/2013,$34933.00,$108.01,
2/12/2013,$34842.29,$108.01,
3/12/2013,$34691.75,$108.01,
4/12/2013,$34687.89,$108.01,
5/12/2013,$34535.42,$108.01,
6/12/2013,$34921.42,$108.01,
7/12/2013,$34921.42,$108.01,
8/12/2013,$34921.42,$108.01,
9/12/2013,$35010.20,$108.01,
10/12/2013,$34884.75,$108.01,
11/12/2013,$34492.96,$108.01,
12/12/2013,$34379.09,$108.01,
13/12/2013,$34375.23,$108.01,
14/12/2013,$34375.23,$108.01,
15/12/2013,$34375.23,$108.01,
16/12/2013,$34589.46,$108.01,
17/12/2013,$34479.45,$108.01,
18/12/2013,$35068.10,$108.01,
19/12/2013,$35027.57,$108.01,
20/12/2013,$35041.08,$297.15,
21/12/2013,$35041.08,$297.15,
22/12/2013,$35041.08,$297.15,
23/12/2013,$35228.29,$297.15,
24/12/2013,$35305.49,$297.15,
25/12/2013,$35305.49,$297.15,
26/12/2013,$35484.98,$297.15,
27/12/2013,$35483.05,$297.15,
28/12/2013,$35483.05,$297.15,
29/12/2013,$35483.05,$297.15,
30/12/2013,$35477.26,$297.15,
31/12/2013,$35645.17,$297.15,
1/1/2014,$35645.17,$297.15,
2/1/2014,$35303.56,$297.15,
3/1/2014,$35297.77,$297.15,
4/1/2014,$35297.77,$297.15,
5/1/2014,$35297.77,$297.15,
6/1/2014,$35195.48,$297.15,
7/1/2014,$35411.64,$297.15,
8/1/2014,$35419.36,$297.15,
9/1/2014,$35442.52,$297.15,
10/1/2014,$35539.02,$297.15,
11/1/2014,$35539.02,$297.15,
12/1/2014,$35539.02,$297.15,
13/1/2014,$35066.17,$297.15,
14/1/2014,$35448.31,$297.15,
15/1/2014,$35639.38,$297.15,
16/1/2014,$35593.06,$297.15,
17/1/2014,$35442.52,$297.15,
18/1/2014,$35442.52,$297.15,
19/1/2014,$35442.52,$297.15,
20/1/2014,$35442.52,$297.15,
21/1/2014,$35546.74,$297.15,
22/1/2014,$35569.90,$297.15,
23/1/2014,$35278.47,$297.15,
24/1/2014,$34525.77,$297.15,
25/1/2014,$34525.77,$297.15,
26/1/2014,$34525.77,$297.15,
27/1/2014,$34355.93,$297.15,
28/1/2014,$0,$34678.17,
29/1/2014,$0,$34678.17,
30/1/2014,$0,$34678.17,
31/1/2014,$0,$34678.17,
1/2/2014,$0,$34678.17,
2/2/2014,$0,$34678.17,
3/2/2014,$0,$34678.17,
4/2/2014,$0,$34678.17,
5/2/2014,$0,$34678.17,
6/2/2014,$0,$34678.17,
7/2/2014,$0,$34678.17,
8/2/2014,$0,$34678.17,
9/2/2014,$0,$34678.17,
10/2/2014,$0,$34678.17,
11/2/2014,$0,$34678.17,
12/2/2014,$0,$34678.17,
13/2/2014,$34954.91,$137.73,
14/2/2014,$35147.82,$137.73,
15/2/2014,$35147.82,$137.73,
16/2/2014,$35147.82,$137.73,
17/2/2014,$35147.82,$137.73,
18/2/2014,$35189.84,$137.73,
19/2/2014,$34956.82,$137.73,
20/2/2014,$35163.10,$137.73,
21/2/2014,$35122.99,$137.73,
22/2/2014,$35122.99,$137.73,
23/2/2014,$35122.99,$137.73,
24/2/2014,$35317.81,$137.73,
25/2/2014,$35304.44,$137.73,
26/2/2014,$35306.35,$137.73,
27/2/2014,$35491.62,$137.73,
28/2/2014,$35581.39,$137.73,
